#framerate (fps):	2.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon
00001	 28	 6.6727	 5.8550	 1.2000	 0.4904	 0.7529	 (((70433.033260, 49486.885744), (58581.166774, 52843.461403), (56727.000000, 58550.000036), (58636.830073, 64427.852546), (63636.830077, 68060.565170), (64838.434498, 68060.565167), (75020.791306, 53298.829643), (74817.169906, 52672.147425), (70433.033260, 49486.885744)))
00001	 29	 7.1503	 3.6646	 1.2000	 0.4909	 0.7435	 (((80779.055154, 34417.926846), (79593.169906, 30768.147425), (74593.169889, 27135.434819), (68412.830008, 27135.434853), (63412.830031, 30768.147512), (62300.531163, 34191.451471), (71060.449769, 45320.157426), (80779.055154, 34417.926846)))
00001	 16	 7.2671	 14.0082	 1.2000	 0.3928	 0.7778	 (((82549.231213, 139707.234147), (80761.169906, 134204.147425), (75761.169889, 130571.434819), (69580.830008, 130571.434853), (64580.830031, 134204.147512), (62671.000000, 140082.000036), (62973.680919, 141013.556108), (65015.067050, 145247.264765), (69953.053670, 148758.130155), (77077.039972, 145992.650948), (82549.231213, 139707.234147)))
00001	 8	 7.3058	 6.2917	 1.2000	 0.4868	 0.7120	 (((76148.169889, 53406.434819), (74946.564463, 53406.434826), (64764.208538, 68168.169908), (64967.830073, 68794.852546), (69967.830077, 72427.565170), (73041.123136, 72427.565164), (73777.523883, 72291.260388), (82126.133533, 65784.990087), (83058.000000, 62916.999928), (81148.169906, 57039.147425), (76148.169889, 53406.434819)))
00001	 47	 7.4996	 1.1631	 1.2000	 0.5411	 0.5322	 (((71563.320151, 2369.282832), (66905.830031, 5753.147512), (64996.000000, 11631.000036), (66905.830073, 17508.852546), (71905.830077, 21141.565170), (77418.163589, 21141.565160), (79195.863171, 10391.051801), (71563.320151, 2369.282832)))
00001	 41	 7.6461	 8.1302	 1.2000	 0.4533	 0.6045	 (((72308.668777, 72563.140167), (68370.830031, 75424.147512), (67218.387569, 78971.000753), (69033.024685, 87660.965091), (73370.830077, 90812.565170), (79551.169957, 90812.565159), (84551.169948, 87179.852517), (85461.356044, 84378.587750), (73777.523883, 72291.260388), (72308.668777, 72563.140167)))
00001	 39	 7.7813	 15.3328	 1.2000	 0.5577	 0.6615	 (((80903.169957, 162838.565159), (85842.091809, 159250.228383), (77077.039972, 145992.650948), (69953.053670, 148758.130155), (70571.128902, 159822.177718), (74722.830077, 162838.565170), (80903.169957, 162838.565159)))
00001	 35	 7.9627	 4.3888	 1.2000	 0.4743	 0.7639	 (((82717.169889, 34377.434819), (80815.150885, 34377.434830), (71060.449769, 45320.157426), (71030.891779, 48208.733162), (71536.830073, 49765.852546), (76536.830077, 53398.565170), (82717.169957, 53398.565159), (87577.004662, 49867.688558), (83954.307027, 35276.267552), (82717.169889, 34377.434819)))
00001	 15	 8.0643	 0.6258	 1.2000	 0.7227	 0.6973	 (((71819.147459, 2638.190316), (79195.863171, 10391.051801), (90472.107139, 6783.954144), (90643.000000, 6257.999928), (88733.169906, 380.147425), (88209.948385, 0.004743), (73076.051547, 0.004825), (72552.830031, 380.147512), (71819.147459, 2638.190316)))
00001	 10	 8.2692	 7.5279	 1.2000	 0.6150	 0.5650	 (((82147.377238, 65768.434839), (73777.523883, 72291.260388), (85827.077977, 84756.937572), (90348.073903, 81472.242354), (84970.839442, 65768.434824), (82147.377238, 65768.434839)))
00001	 18	 8.2773	 1.2917	 1.2000	 0.6329	 0.8873	 (((90863.169906, 7039.147425), (90499.935204, 6775.241970), (79195.863171, 10391.051801), (77471.217978, 20820.734933), (79682.830077, 22427.565170), (85863.169957, 22427.565159), (89941.711689, 19464.331132), (90911.019581, 7186.413578), (90863.169906, 7039.147425)))
00001	 44	 8.3537	 10.5434	 1.2000	 0.4078	 0.7536	 (((80446.830008, 95923.434853), (75446.830031, 99556.147512), (73537.000000, 105434.000036), (75446.830073, 111311.852546), (80446.830077, 114944.565170), (86627.169957, 114944.565159), (91627.169948, 111311.852517), (92574.641453, 108395.835060), (82996.045223, 95923.434839), (80446.830008, 95923.434853)))
00001	 9	 8.3538	 14.9543	 1.2000	 0.5051	 0.8233	 (((82266.102256, 140032.434843), (77077.039972, 145992.650948), (85712.079165, 159053.565160), (86628.169957, 159053.565159), (91628.169948, 155420.852517), (93538.000000, 149542.999928), (91628.169906, 143665.147425), (86628.169889, 140032.434819), (82266.102256, 140032.434843)))
00001	 24	 8.9791	 19.0434	 1.2000	 0.3403	 0.7101	 (((99791.000000, 190434.000000), (97881.169906, 184556.147425), (92881.169889, 180923.434819), (86700.830008, 180923.434853), (81700.830031, 184556.147512), (79791.000000, 190434.000036), (81700.830073, 196311.852546), (86700.830077, 199944.565170), (92881.169957, 199944.565159), (97881.169948, 196311.852517), (99791.000000, 190434.000000)))
00001	 6	 9.1807	 4.0864	 1.2000	 0.4729	 0.6811	 (((99897.169948, 46741.852517), (101807.000000, 40863.999928), (101336.904846, 39417.195847), (87034.087783, 32576.018655), (83856.994077, 34884.312370), (87479.691590, 49475.731451), (88716.830077, 50374.565170), (94897.169957, 50374.565159), (99897.169948, 46741.852517)))
00001	 32	 9.2045	 9.8900	 1.2000	 0.4180	 0.7625	 (((100135.169948, 104777.852517), (102045.000000, 98899.999928), (100269.349956, 93435.111147), (92571.477038, 89389.434833), (88954.830008, 89389.434853), (83954.830031, 93022.147512), (83007.359806, 95938.161066), (92585.955874, 108410.565163), (95135.169957, 108410.565159), (100135.169948, 104777.852517)))
00001	 42	 9.2601	 7.1886	 1.2000	 0.4592	 0.4759	 (((84944.926128, 65692.758233), (90322.161311, 81396.566588), (90639.857463, 81396.566567), (101852.600945, 74189.335454), (102601.000000, 71885.999928), (100691.169906, 66008.147425), (95691.169889, 62375.434819), (89510.830008, 62375.434853), (84944.926128, 65692.758233)))
00001	 31	 9.6482	 3.1090	 1.2000	 0.4191	 0.8526	 (((106482.000000, 31089.999928), (104572.169906, 25212.147425), (101527.569913, 23000.116078), (92574.513355, 22173.250166), (88391.830031, 25212.147512), (86482.000000, 31090.000036), (86952.097806, 32536.812297), (101254.915149, 39377.979210), (104572.169948, 36967.852517), (106482.000000, 31089.999928)))
00001	 7	 9.8049	 1.4123	 1.2000	 0.3701	 0.6751	 (((90880.135531, 7575.779878), (89910.884911, 19853.292513), (89958.830073, 20000.852546), (93003.777311, 22213.136198), (101956.213703, 23039.948128), (106139.169948, 20000.852517), (108049.000000, 14122.999928), (106139.169906, 8245.147425), (101139.169889, 4612.434819), (94958.830008, 4612.434853), (90880.135531, 7575.779878)))
00001	 27	 10.0106	 8.3562	 1.2000	 0.3804	 0.5789	 (((103196.169889, 74051.434819), (102066.824458, 74051.434825), (90854.358905, 81258.788124), (90106.000000, 83562.000036), (91881.661763, 89026.924951), (99579.007417, 93072.565165), (103196.169957, 93072.565159), (108196.169948, 89439.852517), (110106.000000, 83561.999928), (108196.169906, 77684.147425), (103196.169889, 74051.434819)))
00002	 48	 0.3925	 13.8099	 1.2000	 0.5082	 0.6290	 (((12143.132592, 132615.342869), (0.002200, 129605.162717), (0.020552, 147003.040551), (834.830077, 147609.565170), (7015.169957, 147609.565159), (12015.169948, 143976.852517), (13098.984602, 140641.213996), (12544.766084, 133851.076825), (12143.132592, 132615.342869)))
00002	 2	 0.7438	 12.3928	 1.2000	 0.3942	 0.9426	 (((15823.104640, 128898.136869), (17438.000000, 123927.999928), (15528.169906, 118050.147425), (10528.169889, 114417.434819), (4347.830008, 114417.434853), (0.020504, 117576.303392), (-0.011134, 129605.078654), (11783.830131, 132526.271558), (14080.861475, 130857.383677), (15823.104640, 128898.136869)))
00002	 3	 1.5687	 9.9272	 1.2000	 0.3403	 0.8859	 (((25687.000000, 99272.000000), (23777.169906, 93394.147425), (18777.169889, 89761.434819), (12596.830008, 89761.434853), (7596.830031, 93394.147512), (5687.000000, 99272.000036), (7596.830073, 105149.852546), (12596.830077, 108782.565170), (18777.169957, 108782.565159), (23777.169948, 105149.852517), (25687.000000, 99272.000000)))
00002	 30	 1.6691	 16.0135	 1.2000	 0.3441	 0.6217	 (((13600.830077, 169645.565170), (16387.347253, 169645.565165), (22421.282189, 167727.411339), (24781.169948, 166012.852517), (26691.000000, 160134.999928), (24781.169906, 154257.147425), (19781.169889, 150624.434819), (13600.830008, 150624.434853), (8600.830031, 154257.147512), (6691.000000, 160135.000036), (8600.830073, 166012.852546), (13600.830077, 169645.565170)))
00002	 21	 1.8694	 6.2823	 1.2000	 0.4126	 0.5135	 (((21784.169889, 53312.434819), (15603.830008, 53312.434853), (10603.830031, 56945.147512), (8694.000000, 62823.000036), (10603.830073, 68700.852546), (15603.830077, 72333.565170), (21784.169957, 72333.565159), (24843.787053, 70110.623214), (22819.525133, 54064.664426), (21784.169889, 53312.434819)))
00002	 22	 1.9084	 18.7937	 1.2000	 0.4142	 0.8409	 (((28031.363305, 184697.317377), (13176.075437, 180473.653403), (10993.830031, 182059.147512), (9084.000000, 187937.000036), (10993.830073, 193814.852546), (15993.830077, 197447.565170), (22174.169957, 197447.565159), (25203.232957, 195246.882497), (28825.453054, 187140.921706), (28031.363305, 184697.317377)))
00002	 37	 2.0258	 3.5874	 1.2000	 0.3403	 0.8112	 (((30258.000000, 35874.000000), (28348.169906, 29996.147425), (23348.169889, 26363.434819), (17167.830008, 26363.434853), (12167.830031, 29996.147512), (10258.000000, 35874.000036), (12167.830073, 41751.852546), (17167.830077, 45384.565170), (23348.169957, 45384.565159), (28348.169948, 41751.852517), (30258.000000, 35874.000000)))
00002	 11	 2.1739	 13.6645	 1.2000	 0.4011	 0.6390	 (((22079.390384, 127134.434834), (18648.830008, 127134.434853), (15096.174264, 129715.590363), (13353.885118, 131674.894628), (12565.132972, 134102.424153), (13119.430003, 140893.526684), (13648.830073, 142522.852546), (18648.830077, 146155.565170), (24829.169957, 146155.565159), (29829.169948, 142522.852517), (30910.661009, 139194.365279), (22079.390384, 127134.434834)))
00002	 1	 2.2127	 17.7235	 1.2000	 0.4081	 0.8638	 (((14036.830031, 171357.147512), (12127.000000, 177235.000036), (13179.582791, 180474.516728), (28034.796985, 184698.439291), (30217.169948, 183112.852517), (32127.000000, 177234.999928), (30217.169906, 171357.147425), (25217.169889, 167724.434819), (22430.645401, 167724.434834), (16396.716781, 169642.589410), (14036.830031, 171357.147512)))
00002	 12	 2.8991	 6.1524	 1.2000	 0.4126	 0.6960	 (((22841.204219, 54236.383130), (24865.450714, 70282.318034), (25900.830077, 71034.565170), (32081.169957, 71034.565159), (37081.169948, 67401.852517), (38991.000000, 61523.999928), (37081.169906, 55646.147425), (32081.169889, 52013.434819), (25900.830008, 52013.434853), (22841.204219, 54236.383130)))
00002	 23	 3.1249	 12.9681	 1.2000	 0.5282	 0.5124	 (((41249.000000, 129680.999928), (40024.226053, 125911.533402), (22923.793033, 124526.517022), (22077.340238, 127131.630889), (30908.610101, 139191.565165), (34339.169957, 139191.565159), (39339.169948, 135558.852517), (41249.000000, 129680.999928)))
00002	 13	 3.1970	 12.0779	 1.2000	 0.4350	 0.8543	 (((23194.773294, 124548.464600), (40295.207241, 125933.482108), (41970.000000, 120778.999928), (40060.169906, 114901.147425), (35060.169889, 111268.434819), (28879.830008, 111268.434853), (23879.830031, 114901.147512), (21970.000000, 120779.000036), (23194.773294, 124548.464600)))
00002	 33	 3.4731	 19.4929	 1.2000	 0.4804	 0.8258	 (((28611.647532, 187619.384949), (24989.659619, 195724.826149), (26378.680095, 199999.998773), (41277.749591, 200000.004005), (41931.476752, 188404.858958), (37821.169889, 185418.434819), (31640.830008, 185418.434853), (28611.647532, 187619.384949)))
00002	 4	 4.1038	 1.7977	 1.2000	 0.4533	 0.7414	 (((43568.256527, 8466.647854), (37947.830008, 8466.434853), (32947.830031, 12099.147512), (31038.000000, 17977.000036), (32947.830073, 23854.852546), (36794.647884, 26649.729268), (47523.342835, 21788.133715), (48294.901257, 18698.148169), (43568.256527, 8466.647854)))
00002	 14	 4.3800	 8.3658	 1.2000	 0.3427	 0.8428	 (((53135.336844, 81612.377123), (51890.169906, 77780.147425), (46890.169889, 74147.434819), (40709.830008, 74147.434853), (35709.830031, 77780.147512), (33800.000000, 83658.000036), (35709.830073, 89535.852546), (40709.830077, 93168.565170), (46890.169957, 93168.565159), (51890.169948, 89535.852517), (52797.627281, 86742.986019), (53135.336844, 81612.377123)))
00002	 38	 4.6113	 2.9177	 1.2000	 0.6426	 0.7029	 (((36958.305815, 26575.416209), (36113.000000, 29177.000036), (38022.830073, 35054.852546), (39456.102771, 36096.186110), (50652.126475, 34055.663233), (51453.364016, 26341.530531), (47523.342835, 21788.133715), (36958.305815, 26575.416209)))
00002	 25	 4.8126	 4.0222	 1.2000	 0.6227	 0.6251	 (((38126.000000, 40222.000036), (40035.830073, 46099.852546), (40358.360934, 46334.184932), (56233.417600, 42859.807192), (56807.273542, 38958.009083), (50652.126475, 34055.663233), (39467.215974, 36094.161657), (38126.000000, 40222.000036)))
00002	 49	 4.8353	 19.5697	 1.2000	 0.5105	 0.9283	 (((41919.596393, 188615.580645), (41277.749977, 199999.997145), (56954.871649, 199999.996594), (58353.000000, 195696.999928), (57304.108423, 192468.843665), (51123.786076, 186186.434821), (45262.830008, 186186.434853), (41919.596393, 188615.580645)))
00002	 5	 4.9969	 4.8643	 1.2000	 0.4617	 0.8344	 (((40746.802459, 46249.170180), (39969.000000, 48643.000036), (41878.830073, 54520.852546), (46878.830077, 58153.565170), (53059.169957, 58153.565159), (58059.169948, 54520.852517), (59345.462623, 50562.050722), (56233.417600, 42859.807192), (40746.802459, 46249.170180)))
00002	 20	 5.2450	 1.2705	 1.2000	 0.4905	 0.6642	 (((43720.056281, 8795.240189), (48294.901257, 18698.148169), (61798.226710, 14710.951927), (62450.000000, 12704.999928), (60540.169906, 6827.147425), (55540.169889, 3194.434819), (49359.830008, 3194.434853), (44359.830031, 6827.147512), (43720.056281, 8795.240189)))
00002	 43	 5.2602	 15.5493	 1.2000	 0.5789	 0.5053	 (((48816.464968, 146487.647132), (44511.830031, 149615.147512), (42602.000000, 155493.000036), (44511.830073, 161370.852546), (49511.830077, 165003.565170), (52357.819625, 165003.565164), (57160.448266, 153503.344364), (48816.464968, 146487.647132)))
00002	 19	 5.5039	 2.1473	 1.2000	 0.7002	 0.8646	 (((65039.000000, 21472.999928), (63129.169906, 15595.147425), (61879.208652, 14686.997427), (48294.901257, 18698.148169), (47523.342835, 21788.133715), (51453.364016, 26341.530531), (63948.527100, 24829.130497), (65039.000000, 21472.999928)))
00002	 40	 5.6097	 3.0214	 1.2000	 0.6513	 0.9734	 (((64332.259152, 24782.686200), (51453.364016, 26341.530531), (50652.126475, 34055.663233), (56807.273542, 38958.009083), (65064.697057, 33216.135979), (65499.663726, 32052.412019), (66097.000000, 30213.999928), (64332.259152, 24782.686200)))
00002	 46	 5.8338	 14.8671	 1.2000	 0.5889	 0.8979	 (((66494.639492, 144149.092037), (65486.774687, 142109.183772), (61428.169889, 139160.434819), (55247.830008, 139160.434853), (50247.830031, 142793.147512), (48997.858984, 146640.162875), (57160.448266, 153503.344364), (60940.438139, 153259.139381), (66494.639492, 144149.092037)))
00002	 26	 5.8950	 15.8144	 1.2000	 0.9733	 0.5878	 (((54885.726879, 166946.837773), (65986.354179, 161099.583714), (60940.438139, 153259.139381), (57160.448266, 153503.344364), (52323.653547, 165085.382548), (54885.726879, 166946.837773)))
00002	 36	 6.0678	 18.3572	 1.2000	 0.3671	 0.7084	 (((68768.169906, 177694.147425), (68636.658603, 177598.598871), (56807.583904, 174628.316835), (52587.830031, 177694.147512), (50678.000000, 183572.000036), (51726.764349, 186799.764773), (57907.613474, 193082.565169), (63768.169957, 193082.565159), (68768.169948, 189449.852517), (70678.000000, 183571.999928), (68768.169906, 177694.147425)))
00002	 17	 6.2122	 8.4864	 1.2000	 0.3501	 0.8264	 (((69594.702889, 78537.531383), (65212.169889, 75353.434819), (59031.830008, 75353.434853), (54031.830031, 78986.147512), (53124.371331, 81779.018250), (52786.662587, 86909.621116), (54031.830073, 90741.852546), (59031.830077, 94374.565170), (65212.169957, 94374.565159), (70212.169948, 90741.852517), (71442.350132, 86955.747212), (69594.702889, 78537.531383)))
00002	 45	 6.4444	 16.8574	 1.2000	 0.4277	 0.8652	 (((72534.169906, 162696.147425), (71171.693828, 161706.250943), (65986.354179, 161099.583714), (54990.656404, 166891.564598), (54444.000000, 168574.000036), (56353.830073, 174451.852546), (56485.345017, 174547.403745), (68314.414293, 177517.684465), (72534.169948, 174451.852517), (74444.000000, 168573.999928), (72534.169906, 162696.147425)))
00002	 50	 6.4757	 4.2668	 1.2000	 0.4992	 0.8138	 (((61222.832943, 51855.982371), (72090.074594, 49095.914491), (72803.964839, 48577.242866), (73067.728660, 45621.109229), (65064.697057, 33216.135979), (56807.273542, 38958.009083), (56233.417600, 42859.807192), (59305.392358, 50462.880249), (61222.832943, 51855.982371)))
00002	 34	 6.6211	 15.3471	 1.2000	 0.7091	 0.9039	 (((71072.467267, 161694.641771), (72090.599196, 160954.926183), (73004.735424, 148553.493873), (66494.639492, 144149.092037), (60940.438139, 153259.139381), (65986.354179, 161099.583714), (71072.467267, 161694.641771)))
00002	 28	 6.8713	 5.8244	 1.2000	 0.4590	 0.8742	 (((72247.166761, 49056.017425), (61379.928572, 51816.083219), (60622.830031, 52366.147512), (58713.000000, 58244.000036), (60622.830073, 64121.852546), (65622.830077, 67754.565170), (66944.043699, 67754.565167), (77420.446648, 54265.929849), (76942.462699, 52794.846552), (75323.212239, 51290.895254), (72247.166761, 49056.017425)))
00002	 29	 7.3803	 3.6832	 1.2000	 0.5056	 0.8471	 (((83120.235257, 34730.666166), (81893.169906, 30954.147425), (76893.169889, 27321.434819), (70712.830008, 27321.434853), (65983.727728, 30757.328812), (65064.697057, 33216.135979), (73067.728660, 45621.109229), (83120.235257, 34730.666166)))
00002	 16	 7.5042	 14.0418	 1.2000	 0.4029	 0.8763	 (((84701.568694, 139370.260127), (83132.169906, 134540.147425), (78132.169889, 130907.434819), (71951.830008, 130907.434853), (66951.830031, 134540.147512), (65042.000000, 140418.000036), (65792.653506, 142728.273947), (66494.639492, 144149.092037), (73004.735424, 148553.493873), (79256.119770, 146783.846490), (84701.568694, 139370.260127)))
